[12/Mar/2025:08:39:22 +0000] - 200 200 - GET http phpmyadmin.localhost "/" [Client 127.0.0.1] [Length 3495] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "-"
[12/Mar/2025:09:09:50 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2745] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/operations&eq=o5zGV39bQRhsfTgWGb5FInBLR9V1R-qF247LNi3PnB2gwOMu1KLMRErO1h_AXwwWogiSUHI_O2ixBWKa"
[12/Mar/2025:09:09:50 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/server/databases&server=1&db=&table=&ajax_request=true&ajax_page_request=true&_nocache=1741770590248425209&token=642148692b565125595a28486d235772" [Client 127.0.0.1] [Length 16615] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/operations&eq=o5zGV39bQRhsfTgWGb5FInBLR9V1R-qF247LNi3PnB2gwOMu1KLMRErO1h_AXwwWogiSUHI_O2ixBWKa"
[12/Mar/2025:09:10:39 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/server/import" [Client 127.0.0.1] [Length 15676] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/databases&server=1&db=&table="
[12/Mar/2025:09:10:39 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1481] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:10:39 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1574] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:10:39 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2747] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:10:39 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1472] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:10:52 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/import" [Client 127.0.0.1] [Length 11099] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:10:52 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1481] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/import"
[12/Mar/2025:09:10:52 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2919] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/import"
[12/Mar/2025:09:10:52 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1574] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/import"
[12/Mar/2025:09:10:52 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1472] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/import"
[12/Mar/2025:09:11:09 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/database/structure&eq=Pb6CAQUSMaWjxBEc4eqAAB8nKY_-pMLN8wSA9oPXog357dda-u939MChbVQAyR1DDYG_ng9gV7iBffLD&ajax_request=true&ajax_page_request=true&_nocache=1741770669614822730&token=642148692b565125595a28486d235772" [Client 127.0.0.1] [Length 4302] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/import"
[12/Mar/2025:09:11:09 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 1498] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/structure&eq=Pb6CAQUSMaWjxBEc4eqAAB8nKY_-pMLN8wSA9oPXog357dda-u939MChbVQAyR1DDYG_ng9gV7iBffLD"
[12/Mar/2025:09:11:11 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/database/operations&eq=NuBtbnFd28TycMagaI56KfeM65aq5DcdzW4XVxH-SiaQXTA7vuYmi51JzWVXhxyVi4VUrHyZTrd40Zd7" [Client 127.0.0.1] [Length 26193] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/structure&eq=Pb6CAQUSMaWjxBEc4eqAAB8nKY_-pMLN8wSA9oPXog357dda-u939MChbVQAyR1DDYG_ng9gV7iBffLD"
[12/Mar/2025:09:11:11 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1481] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/operations&eq=NuBtbnFd28TycMagaI56KfeM65aq5DcdzW4XVxH-SiaQXTA7vuYmi51JzWVXhxyVi4VUrHyZTrd40Zd7"
[12/Mar/2025:09:11:11 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2935] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/operations&eq=NuBtbnFd28TycMagaI56KfeM65aq5DcdzW4XVxH-SiaQXTA7vuYmi51JzWVXhxyVi4VUrHyZTrd40Zd7"
[12/Mar/2025:09:11:11 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1574] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/operations&eq=NuBtbnFd28TycMagaI56KfeM65aq5DcdzW4XVxH-SiaQXTA7vuYmi51JzWVXhxyVi4VUrHyZTrd40Zd7"
[12/Mar/2025:09:11:11 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1472] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/operations&eq=NuBtbnFd28TycMagaI56KfeM65aq5DcdzW4XVxH-SiaQXTA7vuYmi51JzWVXhxyVi4VUrHyZTrd40Zd7"
[12/Mar/2025:09:11:14 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php" [Client 127.0.0.1] [Length 2141] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/operations&eq=NuBtbnFd28TycMagaI56KfeM65aq5DcdzW4XVxH-SiaQXTA7vuYmi51JzWVXhxyVi4VUrHyZTrd40Zd7"
[12/Mar/2025:09:11:14 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2742] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/operations&eq=NuBtbnFd28TycMagaI56KfeM65aq5DcdzW4XVxH-SiaQXTA7vuYmi51JzWVXhxyVi4VUrHyZTrd40Zd7"
[12/Mar/2025:09:11:14 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/server/databases&server=1&db=&table=&ajax_request=true&ajax_page_request=true&_nocache=1741770674549222879&token=642148692b565125595a28486d235772" [Client 127.0.0.1] [Length 16630] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/operations&eq=NuBtbnFd28TycMagaI56KfeM65aq5DcdzW4XVxH-SiaQXTA7vuYmi51JzWVXhxyVi4VUrHyZTrd40Zd7"
[12/Mar/2025:09:12:50 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/server/import" [Client 127.0.0.1] [Length 15686] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/databases&server=1&db=&table="
[12/Mar/2025:09:12:50 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1481] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:12:51 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2740] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:12:51 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1574] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:12:51 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1472] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:13:06 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/import" [Client 127.0.0.1] [Length 11094] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:13:06 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2919] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/import"
[12/Mar/2025:09:13:06 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1574] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/import"
[12/Mar/2025:09:13:06 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1481] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/import"
[12/Mar/2025:09:13:06 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1472] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/import"
[12/Mar/2025:09:13:20 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/database/structure&eq=fWYoCAeS0LxUNuGAZ0FMj6VsP2WyYera1XDsBGfX8soslSNJkxcseGQNDebW1dHeWgkV85VJYNTBm9Zn&ajax_request=true&ajax_page_request=true&_nocache=1741770800320149017&token=642148692b565125595a28486d235772" [Client 127.0.0.1] [Length 4303] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/import"
[12/Mar/2025:09:13:20 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 1498] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/structure&eq=fWYoCAeS0LxUNuGAZ0FMj6VsP2WyYera1XDsBGfX8soslSNJkxcseGQNDebW1dHeWgkV85VJYNTBm9Zn"
[12/Mar/2025:09:13:23 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/database/operations&eq=0PJdUwD6dSHcuuoIsBdcEiKdPaSB7ZuYe3wAsLROay0IUlLzn0XtqQDGFBZeXJFMy5MdEDSPV6jFP8k3" [Client 127.0.0.1] [Length 26191] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/structure&eq=fWYoCAeS0LxUNuGAZ0FMj6VsP2WyYera1XDsBGfX8soslSNJkxcseGQNDebW1dHeWgkV85VJYNTBm9Zn"
[12/Mar/2025:09:13:23 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1481] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/operations&eq=0PJdUwD6dSHcuuoIsBdcEiKdPaSB7ZuYe3wAsLROay0IUlLzn0XtqQDGFBZeXJFMy5MdEDSPV6jFP8k3"
[12/Mar/2025:09:13:23 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2939] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/operations&eq=0PJdUwD6dSHcuuoIsBdcEiKdPaSB7ZuYe3wAsLROay0IUlLzn0XtqQDGFBZeXJFMy5MdEDSPV6jFP8k3"
[12/Mar/2025:09:13:23 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1574] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/operations&eq=0PJdUwD6dSHcuuoIsBdcEiKdPaSB7ZuYe3wAsLROay0IUlLzn0XtqQDGFBZeXJFMy5MdEDSPV6jFP8k3"
[12/Mar/2025:09:13:23 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1472] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/operations&eq=0PJdUwD6dSHcuuoIsBdcEiKdPaSB7ZuYe3wAsLROay0IUlLzn0XtqQDGFBZeXJFMy5MdEDSPV6jFP8k3"
[12/Mar/2025:09:13:26 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php" [Client 127.0.0.1] [Length 2137] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/operations&eq=0PJdUwD6dSHcuuoIsBdcEiKdPaSB7ZuYe3wAsLROay0IUlLzn0XtqQDGFBZeXJFMy5MdEDSPV6jFP8k3"
[12/Mar/2025:09:13:26 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2742] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/operations&eq=0PJdUwD6dSHcuuoIsBdcEiKdPaSB7ZuYe3wAsLROay0IUlLzn0XtqQDGFBZeXJFMy5MdEDSPV6jFP8k3"
[12/Mar/2025:09:13:26 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/server/databases&server=1&db=&table=&ajax_request=true&ajax_page_request=true&_nocache=1741770806801993897&token=642148692b565125595a28486d235772" [Client 127.0.0.1] [Length 16630] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/database/operations&eq=0PJdUwD6dSHcuuoIsBdcEiKdPaSB7ZuYe3wAsLROay0IUlLzn0XtqQDGFBZeXJFMy5MdEDSPV6jFP8k3"
[12/Mar/2025:09:13:54 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/server/import" [Client 127.0.0.1] [Length 15694] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/databases&server=1&db=&table="
[12/Mar/2025:09:13:55 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1481] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:13:55 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2740] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:13:55 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1574] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:13:55 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1472] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:14:01 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/import" [Client 127.0.0.1] [Length 10972] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/import"
[12/Mar/2025:09:14:02 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1481] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/import"
[12/Mar/2025:09:14:02 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1574] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/import"
[12/Mar/2025:09:14:02 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2741] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/import"
[12/Mar/2025:09:14:02 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1472] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/import"
[12/Mar/2025:09:14:25 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/server/databases" [Client 127.0.0.1] [Length 25773] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/import"
[12/Mar/2025:09:14:25 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1574] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/databases"
[12/Mar/2025:09:14:25 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/navigation&ajax_request=1" [Client 127.0.0.1] [Length 2743] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/databases"
[12/Mar/2025:09:14:25 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/get" [Client 127.0.0.1] [Length 1481] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/databases"
[12/Mar/2025:09:14:25 +0000] - 200 200 - POST http phpmyadmin.localhost "/index.php?route=/config/set" [Client 127.0.0.1] [Length 1472] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/databases"
[12/Mar/2025:09:14:27 +0000] - 200 200 - GET http phpmyadmin.localhost "/index.php?route=/&ajax_request=true&ajax_page_request=true&_nocache=1741770867467584589&token=642148692b565125595a28486d235772" [Client 127.0.0.1] [Length 16052] [Gzip -] [Sent-to localhost] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36" "http://phpmyadmin.localhost/index.php?route=/server/databases"
